Age,Income,Credit_Score,Loan_Amount,Employment_Length,Gender,Default
44,115476.35965890368,337,34708.71656632489,28,1,1
22,139301.43189385947,762,32459.663127642434,12,0,0
37,126230.73925695392,730,26873.344405249263,16,1,1
28,96086.4625148911,403,34970.41979788264,39,0,1
79,56157.89242524109,492,51970.47555765098,16,1,0
27,75026.38444588793,549,85632.03345354433,8,0,0
57,114410.10335941576,312,74461.23357698187,1,1,0
55,137336.25685656906,687,83689.72069760713,23,0,0
23,160306.94303921514,370,88476.77071174554,20,1,0
25,158090.72932083096,737,42198.89515366312,1,1,0
40,195083.97378699537,343,35256.60211864797,4,1,0
64,71451.46075941369,571,6704.714786732019,16,0,0
43,32799.92747841862,313,93118.670565767,23,1,1
63,82218.24839753467,670,7516.4787758762495,7,0,0
60,153793.0055403338,411,74372.41602167657,29,0,1
29,98860.09718599313,678,38432.72214209313,21,1,0
43,167201.9175060955,613,94929.29667541945,23,1,0
30,118878.74573348269,714,42540.600072478774,25,1,0
57,187362.51007349056,784,81844.22678411692,7,1,1
79,190615.41955983237,468,28982.828384203982,11,0,0
35,32474.81108337477,545,30609.78300714082,13,1,1
42,102154.41914823638,565,59956.42157796499,29,1,0
50,129744.03102492224,542,99800.2807370399,34,0,0
64,66057.0573461983,599,52239.66937994043,30,1,0
57,93273.82028821645,626,93694.55500293577,27,0,0
77,141982.67740118568,829,78838.73299662405,26,1,0
60,60812.16084170506,641,79790.56710354626,35,1,0
29,128356.64353540144,548,44160.03892374765,0,1,1
61,145540.6090695751,679,39267.68276710726,40,1,0
53,36289.335997256014,831,20000.25900099072,13,0,0
65,109555.2768849415,680,96430.1854313817,9,1,0
21,67354.40538635434,341,95979.96763193818,6,0,0
22,150389.54407964804,644,74959.7056967081,39,0,0
73,54119.991536649286,560,30328.992535414283,13,1,1
54,180602.82479685915,605,25272.774493885936,35,1,0
25,97569.44057329884,539,98872.41399630933,26,1,1
80,55640.54545535963,612,7587.738695709572,10,1,0
59,98843.92334305929,740,84512.86492198959,36,1,1
66,93573.87730553502,432,36190.34204776499,9,0,0
45,97205.41270886785,350,42468.10225299483,6,0,1
48,125401.03282954045,691,83365.78722613488,16,1,1
75,113811.27048443675,822,9969.698584530444,11,1,0
26,46959.88370256248,807,36062.798173505456,36,0,0
71,31804.233076394536,653,95250.40343978773,36,0,1
68,151294.7807707773,694,70207.52536435438,35,1,0
46,120749.13846709642,395,75738.97731578315,6,0,0
31,84620.13825426747,405,75993.02479459216,23,1,0
57,165504.40804965328,812,6996.438233230508,33,0,0
58,89850.52536697226,541,21117.551732782682,0,1,0
39,163273.71612810934,787,49635.06235203997,28,1,0
28,75036.10295222743,814,37446.87301506214,25,1,0
40,33112.15355813596,360,41680.3170201525,9,0,1
18,187875.14488398723,715,78363.29048394159,0,0,0
63,91019.20327064717,593,2453.244271705792,16,0,1
54,162684.66311288803,601,66388.70070580264,40,0,0
38,70245.9439800148,469,1010.9129483804234,35,1,1
43,136345.72018225808,340,7242.794032048126,8,1,1
63,177195.95718639108,530,41420.32586392477,38,0,1
53,27495.924021196457,708,84253.90346067732,22,0,0
71,169514.43764349606,596,15354.580790881588,28,1,1
40,122839.94089494715,754,55907.51950373255,1,1,0
74,129344.91570354246,356,68172.01745584767,17,0,0
18,114168.44014507688,539,23723.755533043895,27,0,1
80,177405.51859105565,475,51720.69527168872,6,0,0
71,27818.00430241474,362,91229.32103068104,10,1,0
72,66985.11047645265,850,51710.62401118774,6,1,0
68,177637.25699464796,437,16574.98311697715,23,1,0
57,155422.22645575207,753,63153.61537206693,14,1,0
32,23176.12883214905,748,59627.81782084289,30,0,0
38,113061.13097774755,525,3668.521220014991,18,1,1
64,115323.08252828146,742,9968.846169009094,9,0,0
26,92158.78432302386,505,16521.354158960065,7,1,1
70,73530.79977115814,326,14492.618678625122,0,0,1
26,142710.47307422158,756,26687.111285532377,1,0,0
27,57402.283646855685,406,45956.42700032123,28,1,1
69,163810.7411729071,743,37799.913491999454,9,0,0
74,164546.68893814491,335,89174.33924905509,8,0,0
70,94747.05876310769,454,61598.83153122737,30,1,0
43,71038.64196373658,468,87738.29064622246,31,0,1
58,71098.07268632838,571,53176.89316684229,1,1,1
52,106812.43831931782,846,9897.176598244656,23,1,0
80,149524.26045488456,719,46865.457457577046,36,1,0
69,84596.36437889458,483,82381.22213739413,5,0,1
42,129807.80218239527,536,20216.2729495437,7,0,1
43,88847.20290486698,808,10030.213596512325,39,1,0
28,74814.17404724899,740,33614.03909548775,24,1,0
55,24474.71286484295,421,39500.88523337382,24,0,1
19,20704.539032370314,716,31319.509964184537,10,1,0
24,60897.382009760804,834,14388.837776831044,34,1,0
35,93153.13162417918,674,25833.146112449736,0,1,0
44,173227.01012517084,625,68545.95805560892,22,0,0
51,163727.16372747658,779,39206.92311302323,2,0,0
44,68089.74726583817,449,63622.395017237024,40,0,0
34,64017.27973717388,789,54094.07421195451,0,1,0
60,60917.97279260494,452,55356.241045909235,11,1,0
76,81062.72129519607,316,25606.4062368318,37,1,1
61,109675.76952110337,850,52632.760244049976,39,1,0
76,98960.19896568358,647,3335.876672456976,30,0,0
68,59289.17578066888,758,43742.63049016769,28,0,0
71,43481.253789851246,501,57689.65949580159,34,1,0
41,22264.006247515168,722,19017.56651405682,27,0,1
42,47713.382959970695,579,26399.292118646186,20,1,1
24,146964.14663494128,721,22733.57096174632,10,1,0
69,63854.942482204926,764,7985.2375712769945,25,0,0
23,104348.32582187177,654,35437.87479286891,10,0,0
70,126434.20680618404,677,97917.61087874201,4,1,0
41,179631.36250968926,423,36034.1602398974,6,1,0
50,179993.9177108155,379,46593.12556186059,30,0,0
66,154232.0720626446,532,65655.63784468114,38,0,0
46,26328.258568730256,779,65201.277365741604,7,0,1
80,123512.67543537468,453,95039.6030218438,26,1,0
60,161585.02474967117,708,85898.8498995134,20,0,0
39,23111.848057405376,330,79601.11802341008,29,0,1
43,118943.23045818409,802,95211.09535205275,13,0,0
45,174397.5462414853,670,23845.77316283399,0,1,0
67,105338.37365160805,622,62088.36526755746,23,0,0
38,20739.11652154072,631,88832.47990549347,5,0,1
66,21982.404500409342,542,62789.67766953208,5,0,1
24,94994.4867344751,729,97764.62698608008,4,0,0
34,47901.560135015825,481,10934.918676731522,34,1,0
37,139601.11827678673,772,44493.71977652683,14,0,0
58,147583.86768310773,675,97758.92788295499,34,1,0
66,52018.36318291315,380,38577.234828422654,40,0,1
37,179935.99193440727,849,74216.08113483114,7,0,0
71,99543.41209620665,719,4009.887206786269,34,0,0
39,45712.26336654627,766,69788.87434840099,4,0,0
45,157565.28765249118,727,93528.04652023026,30,0,0
80,162195.41000301912,356,38887.92223381027,30,0,1
78,135073.18507978233,621,3108.683954766017,36,1,1
57,173623.79957645957,841,3763.070635152901,7,1,0
66,152727.13496552085,794,89310.30726539782,5,1,0
24,178797.0327008583,565,72529.09460252992,22,1,0
18,98099.8487273863,526,11561.952038431404,15,1,1
49,154567.48305789963,353,6404.437428068461,7,0,1
30,199955.281417228,303,80677.71099793246,3,0,0
47,150487.61555353145,738,81176.20264773055,31,0,0
40,40553.080442683786,609,12931.66213941285,2,0,0
68,113297.37003725294,388,30850.51998497504,15,1,0
76,125722.60242374503,619,78222.58039281507,33,1,1
73,51357.92151285038,674,53015.79502444663,12,0,0
36,193320.49415204677,800,95701.90121180464,32,0,0
79,51604.35997423093,533,48625.20188925449,21,1,1
49,51960.425548380095,636,68018.83581898575,30,1,0
47,184730.0848354199,484,51468.55320841684,23,0,1
46,103736.97796190079,737,94353.58407281953,2,1,1
66,31373.890269412914,479,40467.25011469328,32,0,0
62,127673.74998893515,375,23749.849062681402,29,0,0
46,128328.74275394861,571,33336.752167818326,25,1,0
47,31610.136563581123,354,85424.7452123577,33,1,1
33,195054.04921405917,376,50295.917787701204,21,0,1
57,117925.3937530236,595,36070.97804672166,29,1,0
36,120763.22999235756,518,54881.742159138805,34,1,0
35,113620.774610431,576,14189.741020407393,24,0,1
18,129931.7203360316,565,1530.5711579340123,27,0,1
31,67573.9554992759,342,28777.883685655586,32,0,1
68,71703.44263547135,660,60895.56625857069,22,1,0
64,112041.0361633039,527,71456.39619647733,25,0,0
67,165203.4538574443,526,82834.48566884469,8,0,1
19,28975.623768952195,362,92739.6923800525,7,0,1
71,128612.75819964428,470,41799.122349512036,36,1,0
45,165220.0656511365,606,74311.163156188,32,1,1
66,48245.10896670089,333,8392.62008960819,14,0,0
67,22704.05755650193,429,6695.469878435929,7,1,0
47,76288.39312546246,693,13355.001206629504,20,1,1
55,125865.86721132767,450,45408.34068524547,2,0,0
68,44890.971212854594,683,21916.86241137624,8,1,0
80,96702.02677504739,316,29405.569251843765,13,1,1
21,119417.86952737003,313,65140.13717771796,37,0,0
18,127798.95705631709,380,36493.69570148175,26,1,0
25,69394.10978006752,506,56179.7842140842,19,1,0
46,92005.33447753245,503,41827.97191692263,3,1,0
72,160101.06123216057,678,17727.956296462136,23,1,0
56,189418.64494172338,843,8327.979035333517,26,1,0
20,175138.4596012863,322,24386.918035678897,11,0,0
49,121571.03031201774,461,6712.34647961339,27,0,1
27,93852.70452991038,443,62242.58402909088,34,1,0
27,79932.19058685529,403,79776.04254514394,23,0,1
36,42492.181895123256,681,34634.33605550268,30,0,0
63,39179.22449890034,754,39323.99447988346,2,0,0
51,143904.37248445838,716,81802.91521317136,29,0,0
77,66762.99491080886,623,23038.67832498247,26,1,0
50,65839.10355784043,470,12796.866254292547,16,1,1
40,199675.10980600142,573,50610.69361577756,5,1,1
72,53826.672417283175,751,64972.82678379048,17,0,0
45,46650.756707989334,424,60365.78807960144,34,1,1
49,37763.340996785715,682,71673.4314821439,26,0,0
67,124364.96213002331,616,6618.367035129365,16,1,0
24,133015.48868037824,406,43391.95966307892,10,1,1
46,85741.02672623875,762,24618.48187062362,37,0,0
25,116374.4003920642,729,76153.0046950564,36,1,0
18,161911.91557008427,636,87400.31792197461,33,0,0
74,167258.7502979147,795,28852.238339835072,31,1,1
72,192424.1736288167,661,10426.58982787142,34,0,0
20,168368.23746611743,731,26089.368237148286,27,0,0
41,121671.45860913678,819,11296.840416833049,21,0,0
40,52338.253850632274,705,32919.79444523192,15,1,0
76,37957.44038651163,676,54281.659253860744,39,1,0
80,29812.140183954656,451,97394.41448542244,11,0,1
78,139974.6497213691,621,40537.655180784495,4,0,0
25,165356.52597163877,513,22783.952461607492,25,0,0
71,111563.11112313422,364,17513.37229671267,25,1,0
74,29848.551470055187,569,18130.936847728924,12,0,0
64,116384.70342644087,836,20067.170642884463,23,1,0
54,188434.86707441907,399,76464.43523120726,2,1,1
20,127570.37436784289,404,7041.743431809572,31,1,1
68,165696.94792330667,430,99742.86798736038,22,0,1
50,164027.4767105151,688,52745.95272545985,36,1,0
45,187783.23796051752,620,54882.917535781744,37,0,0
64,158641.1778169772,737,36398.82399126088,37,0,0
25,154586.09252235614,318,69335.28058179993,12,1,0
51,62138.47969471531,524,47674.17774719897,14,1,0
52,30786.52795779466,759,33577.06721149043,1,0,1
49,113167.90370968539,693,27248.701967096244,10,1,0
41,42398.15743041593,525,92639.4694863927,15,1,0
31,193195.25773003843,659,29807.9619901896,17,1,0
49,72186.45727394515,729,44202.932683554354,33,1,0
73,173529.95660917275,314,35683.79880953036,9,0,1
63,89772.43253644268,845,9531.70391537556,12,1,0
60,78174.96497432794,713,19407.505053744444,31,1,0
33,188328.5430277918,654,19760.69555731182,7,1,0
21,85398.06297552033,756,69671.30192457583,6,1,0
69,90251.82355936457,830,41251.955586615106,16,1,0
54,39096.52033032365,495,78414.7887439952,40,1,1
71,140680.39975085168,414,71186.14150908154,26,1,1
38,71991.09460595243,716,20012.92687320773,7,1,0
31,125408.7502111113,651,56728.77509188996,28,1,0
48,126443.3067295777,374,74547.97575883148,36,0,0
72,149455.94520723808,335,63671.249424096575,26,0,0
65,154143.46751103943,541,60401.63430071011,36,1,0
35,112601.4381922771,362,74221.47785267603,23,1,1
24,79578.55056861254,808,6621.2931863743825,15,0,0
27,170741.1610702521,487,73410.77278878185,25,0,1
24,75775.81689352726,392,27992.871052189406,30,1,1
50,111351.63700447966,304,57615.353196426055,26,0,1
40,92225.46497667105,737,24988.194474954238,25,0,0
38,173914.10947454386,465,84042.93964847692,14,0,0
36,97745.33560624918,745,48575.376075774846,14,0,0
65,89497.85399074717,324,64651.17999047337,22,0,1
78,144168.26472157473,807,79614.12230419608,24,0,0
36,128439.39977505969,397,89636.21025206507,3,0,0
53,39304.4300292523,567,73474.14760986475,35,0,0
46,111470.38514191339,692,15728.089042850168,15,1,0
77,152386.10989998459,584,85598.70458899286,39,0,1
35,198573.4576264441,408,62239.21367068511,20,1,0
19,133246.43011465744,326,61335.52607964708,39,0,1
18,86652.7519594372,354,92212.71542068724,16,1,1
64,60707.287964381314,432,25634.324010922428,2,1,1
22,177109.44214759764,351,24719.1742309093,6,1,1
37,166621.7381804305,792,51806.161914801225,11,1,0
28,62106.10774028928,597,75335.44358695165,0,0,0
59,56113.77622638323,698,45276.830114622404,36,1,0
80,148724.6198260116,317,63755.24759934782,5,0,0
19,76691.3711453767,545,45799.94769804917,22,1,1
20,75151.78370515241,802,61428.3308682099,24,0,1
40,47412.24447217795,388,82403.9679587574,24,1,0
72,67515.59354776939,502,18867.192913001407,2,0,0
29,96951.36036667692,539,69842.47486659243,3,0,0
37,151910.9007090348,789,78955.14819448015,29,1,0
22,80535.45699447495,312,45264.02934069646,32,0,0
54,79148.7811063717,614,33000.12412971757,28,0,0
55,71284.38545943845,497,2340.8880685158056,3,1,1
47,106091.06015198774,542,79913.39721107527,13,0,0
26,52514.60562943676,806,33465.927244562816,20,1,0
51,107413.5321257826,342,36373.63747139697,6,1,0
70,146751.60011504416,629,34264.61014678241,20,0,0
61,25362.290725871993,728,50375.19375042147,6,1,0
52,21760.288455037135,461,70547.45774868863,0,1,1
69,33522.12382781166,734,77414.44996905058,33,0,0
75,116418.81111106017,532,39864.50131991268,22,0,1
39,173801.91497337262,410,66647.10146947175,2,0,1
61,20879.20388364535,531,72347.74077686021,17,1,1
41,188599.0348252426,572,30394.815836060774,11,1,0
34,39130.132082696444,340,10565.525484172234,13,0,0
27,171557.03505048074,765,89571.90634380179,40,0,0
47,106913.85769693041,376,68034.48120637769,27,0,0
73,138684.32971019193,789,65162.93047875285,23,0,0
76,111922.93720049283,416,6831.3490059858195,23,0,0
63,105868.68053228383,733,81969.43269288872,2,0,0
40,170281.89710559047,318,57039.36145251926,8,0,0
49,156059.54832220695,495,84940.55731443905,23,0,1
34,107012.40257414075,750,97481.55718993938,1,0,0
67,40094.46729129109,724,95752.93176714396,39,0,0
68,40772.532676593466,693,85752.84529263055,27,1,0
34,164277.10292943357,583,2083.7900093055214,6,1,0
31,115290.31184255602,333,88686.99361545869,8,1,1
26,106686.04523948528,594,8431.169068936904,38,0,0
57,142502.03144492873,550,85268.20304749996,38,0,0
19,174591.48501456686,638,28737.23279255074,32,1,0
62,133197.16599439492,739,61396.765514803395,33,1,0
42,157312.62242236623,479,4768.754883838088,20,1,0
56,157748.69434105227,527,77346.98791570458,28,0,0
26,84127.06078273263,322,12058.906101064178,26,0,1
71,69334.97521537924,626,41658.12899590142,16,1,1
39,164209.53209152856,453,81927.15423020483,22,0,0
60,87892.18252116384,445,69839.55065432518,20,1,1
63,182600.48117408692,551,1598.226988948624,7,1,0
21,32544.32541142153,601,40900.201119712336,8,1,0
43,30479.15217356114,369,5150.824179486294,32,0,1
75,186860.7488182535,842,67676.48622102845,3,1,0
46,136721.88455265827,392,96925.90068357882,17,0,0
62,88327.88416069982,462,65870.86496777515,31,1,1
51,155910.87466691292,380,23212.87068063802,29,1,0
40,141018.82579885543,362,36168.07017458747,24,0,0
54,115616.18842752732,735,97688.4050101883,32,0,1
28,37797.20167927725,347,23181.188791202654,34,1,1
23,166192.32571269528,744,56591.37823238983,33,0,0
35,175884.17432251244,373,40644.92705949273,1,1,0
38,50990.36393947684,841,77063.21449489394,12,1,1
59,173092.097355872,456,86871.53792600882,40,0,0
53,178012.51598298157,786,34742.89016067938,22,1,0
58,118897.15021193288,565,66379.24000623888,22,1,0
55,138112.22652008367,555,55355.722054255006,30,1,0
51,88802.71760260845,338,28566.004515487904,1,1,0
34,70722.49655166788,354,27922.13947848717,1,1,0
54,149956.96645129606,327,54324.533105698094,4,1,0
42,175137.52682284548,417,16246.28447969768,13,1,0
55,137733.95953203455,669,81270.17975176468,22,0,0
75,112086.30991637886,508,7831.479080839799,34,0,0
29,48606.45803195088,615,10362.874134623316,0,1,0
40,29622.568268867268,692,34880.40458379949,40,1,0
70,100224.52224441436,743,12691.084061516201,39,0,0
59,28882.92146553583,558,48094.302104293754,14,1,0
39,122480.23374330052,497,40567.91315374516,29,0,0
38,88891.25443719883,744,72459.16979268599,20,0,0
44,156294.0415427545,604,95347.41136576232,7,0,0
74,75016.72943051302,638,75602.29988917348,6,1,1
48,126736.88617413778,828,18765.41762517983,40,1,0
23,116783.03391591809,353,93616.6072609759,33,0,1
44,20848.236594003407,411,39821.209822753655,36,0,1
57,33030.09168757586,718,47944.746731764375,31,1,0
51,72266.27824748369,604,42736.04749969292,32,1,0
29,178802.31458373772,737,28774.15530548418,5,0,0
62,46462.69188196014,384,89609.38449195091,9,0,0
74,147960.9794828975,823,33891.647723764996,25,0,0
70,195205.9819074117,551,58281.05049827509,25,1,1
24,162302.15948440792,425,24763.32485305869,18,1,0
27,63730.16510366791,704,79940.16210224786,34,0,0
62,183505.7468743547,603,77645.66729338947,3,1,0
34,36759.28817151021,327,30334.90170625735,24,1,1
43,104265.54953673243,565,68473.85324120191,7,0,1
38,179757.54339075446,351,70683.47977640003,11,1,0
45,135427.82766623655,810,56688.63019437185,23,1,0
79,94456.02165098579,506,60459.239844895346,23,0,0
75,72706.31601269038,810,57871.00919078878,16,0,0
63,87517.89295730299,500,9104.575995489717,24,1,0
19,111609.52058167152,583,67356.26912666472,32,1,1
77,77427.90737710532,656,47507.725974030436,26,0,0
71,194414.21517481393,346,44407.27077359994,1,1,1
60,187953.9775519061,436,86139.92265939827,8,0,0
18,176720.86427857773,429,3299.444632650653,32,0,0
68,95929.37039407762,494,25880.17687791676,18,0,0
70,144434.3184803412,663,13018.946484431888,4,1,0
53,182509.27526647365,731,4498.76341636285,19,0,0
68,173077.30778220703,368,28292.022769918807,23,1,1
43,94578.86252363738,757,98859.15100667308,30,0,1
46,40229.48887800693,839,27752.688147549805,3,0,0
38,33613.46549021891,634,66706.87615978137,31,1,0
28,123871.52814062648,825,12711.590114031425,34,0,0
57,135673.0283379677,315,60582.915374675766,13,0,0
28,172971.66882746434,755,98463.66683069302,35,1,0
53,72652.70366138559,809,29891.914822586066,5,1,0
66,50144.68829900765,508,84959.4860211827,16,0,1
76,88221.04997207591,457,99759.56665628702,17,0,0
56,83643.52225380951,636,59266.85478335366,7,1,0
57,43844.41172321385,540,31630.708942375502,11,0,0
52,141010.8774523674,357,67679.59473001646,16,0,0
71,111564.54933128768,604,84639.97242059326,30,0,0
51,149802.09610065795,644,17963.674053235853,0,1,0
72,83484.40163055225,313,45799.06062030388,10,1,0
64,78626.39808398642,658,32599.583302260253,15,1,0
41,105063.65354789402,676,29052.540699275607,36,1,0
71,177933.32217112646,542,86221.3048132771,27,0,0
39,27250.63521211646,444,42743.74667536201,8,1,1
22,164869.90711336496,714,34568.55783858737,7,1,0
73,86417.77027839617,693,60747.543601175355,24,1,1
50,173831.424641926,657,22720.756384100747,9,1,0
75,164396.54159045417,457,23759.455566239816,39,0,0
53,82777.0245312959,317,52508.58435627896,2,1,1
64,144897.77635789086,646,41518.00013597223,22,1,0
37,48733.89621921923,357,30203.25600831012,22,0,1
36,181330.67938948184,454,6341.162095136117,3,0,1
52,92808.3916013437,786,52556.649625213635,22,1,0
69,102012.61076393603,830,81844.31135450643,8,1,0
60,147036.6291866573,786,85286.34332331973,3,1,0
34,167751.24260687316,450,24308.557992881942,33,0,1
79,62541.69379907773,658,60364.47919080134,38,1,0
76,139043.02517785918,667,85732.2496368311,17,0,1
62,90559.64790004672,346,41463.86689935021,33,0,1
60,86366.52632071303,506,93281.54491344532,33,0,0
51,144204.64830931782,749,90394.87438382574,2,0,0
26,89692.98934806818,782,21605.255844462128,18,1,0
43,82299.53002959338,442,26637.518457120175,33,0,1
19,170459.91346272363,699,18863.75786595092,25,1,0
70,38229.702289581146,396,20409.380794015527,34,0,1
26,141660.67210943793,346,90878.34663017631,40,1,1
26,64770.57088231244,490,93182.65301006967,30,1,1
57,22789.683528714257,439,6137.826877327964,26,1,1
34,50017.568397084564,530,59766.732211548275,2,0,0
18,129199.0753596562,639,56858.92472289959,36,0,0
42,147642.89446746872,790,39664.217025721526,11,1,0
78,23790.401040137607,348,63538.06168948759,22,0,0
60,26556.579794309626,752,94789.41472557416,16,1,0
57,182457.58067173156,615,17855.23338949247,15,0,0
59,33195.04726046957,621,12920.680061929108,16,0,0
42,180952.78855098283,386,4305.666512068592,14,0,0
56,61069.86447516304,773,37019.497476174205,25,1,0
52,153203.2040284783,581,34425.21923070874,1,1,1
20,75751.98481028217,373,43651.14912770575,16,0,0
67,174575.3646096531,752,50827.693057213946,0,1,0
54,146081.87577638443,346,76024.57540901501,29,0,0
61,92326.42254830513,395,39819.225655294314,31,1,0
61,33734.44175133432,330,33730.69782676212,29,1,0
68,151886.03309674526,833,82861.00320570306,3,1,0
47,131039.25607373269,316,85129.87039471198,31,0,0
55,20524.109210081973,511,24043.830465041963,34,1,1
51,21695.57407504016,534,32152.510448419525,0,0,1
29,165582.7351746849,691,82686.52072009874,18,0,0
36,66691.9529843337,653,8861.416185478718,32,0,0
54,134504.0601910518,604,33258.83125868305,18,1,0
61,101758.59555774454,849,45386.66059704526,35,1,0
76,175417.4026139181,839,19520.089904856533,26,0,0
76,185053.00035844796,808,18811.505464459122,12,1,0
66,199425.38828219371,694,43061.34374333934,26,0,0
78,47663.144445304424,730,75697.65074875072,13,0,0
34,175333.52836558557,476,84183.06497521512,23,0,1
27,67883.84781118433,705,97944.27416108116,34,1,0
74,126346.85748119139,600,8324.420959080186,18,1,0
72,111039.11009645797,744,22451.537913453274,24,1,0
66,23237.863683029776,426,75906.35439603557,10,0,1
64,187898.83038309705,648,54519.271899510524,8,1,0
29,34098.86992685932,320,33440.2976222794,5,0,0
79,143879.40549339243,719,21353.37646347711,35,0,0
33,161301.23051748716,451,28767.277612602356,36,1,1
41,163151.81282858315,459,43499.60607979424,28,1,0
36,44389.01340719206,779,18537.97073109724,8,0,1
25,100562.59109143498,742,96458.36963179831,32,0,0
48,169297.19667811636,395,11651.256015387564,22,1,1
38,74482.25786817583,651,98572.16601443269,14,1,0
34,104194.76156743945,374,84347.43531406659,10,0,0
40,69102.90068597224,658,42892.01013386017,22,1,0
54,103439.25521935835,432,74241.8171044328,25,1,0
71,179810.8260667184,699,67480.00912594222,0,0,0
33,101922.3615858985,438,22115.404876944165,29,1,0
23,120064.16307337767,545,34567.938525775695,16,0,1
25,92715.73099455504,590,51799.133717740326,40,1,1
42,102821.0929765986,411,64146.57380888496,22,0,1
35,22731.355828355907,469,54746.60315430553,35,0,0
42,71074.19179288208,539,47825.75863964091,40,1,0
29,98584.7099135284,636,44872.07507203511,4,1,0
32,134083.4556786912,437,50328.18543020677,34,1,0
76,101009.34749970058,535,44000.80046475106,8,1,1
43,80807.06779788152,302,54591.67767702588,3,0,0
58,89857.77236194829,415,88910.54460562002,6,1,1
62,63612.79925608398,771,63650.101992406555,0,1,0
43,186408.97089932952,430,72539.46662386548,15,0,0
64,113913.78064236463,782,60150.83023934688,24,0,0
49,22413.70169698216,700,64658.75055898623,5,0,1
27,23500.32651551839,500,58256.63301636984,37,1,1
33,195133.09429136748,591,3659.7856973864964,13,0,0
24,59861.160447184106,641,99960.23983780196,36,1,0
34,165009.49198657664,515,4327.314781076771,10,0,1
40,30489.554280903405,665,40119.65281513172,0,1,0
43,185809.29260501883,768,11406.452151594409,0,0,1
38,177395.0606600021,717,10595.916593652313,35,0,1
39,122796.76923821264,326,79559.16821577388,7,1,1
75,21619.75831098604,754,43166.65215644962,31,1,1
24,66405.95732420076,313,80312.73212157772,32,1,0
31,93228.0765317237,397,28005.86059740232,7,0,0
32,102811.54101456111,578,26389.816388817242,13,1,0
70,73582.17654122697,789,25871.906799631754,23,0,0
24,25930.616284195396,506,61998.41701438401,40,1,1
26,126222.93306677758,532,81684.93959471441,28,1,0
68,114347.84018505606,538,45773.83999744881,24,0,0
65,70940.11437723399,549,38545.64017346715,5,0,0
25,26835.674162529176,605,97384.37586596329,0,1,0
67,199026.95369994923,762,12558.649565152242,22,0,0
76,106757.51362875306,535,49176.63552244436,40,1,1
40,156080.76351933388,590,41440.287564962004,32,1,0
46,101416.52630924039,338,10714.533062102148,13,1,1
35,27770.65235532946,482,27551.8358467337,27,1,0
48,75728.13411539001,329,3815.680045332091,28,1,0
47,77619.82538106221,687,87818.47460931275,39,1,0
69,170903.52272882286,442,61177.103370049714,22,1,0
56,137761.39603997738,718,81686.83128915483,37,1,0
52,69577.38265510512,373,52633.890787895994,9,1,0
35,194193.19183863548,354,60351.47311276754,26,1,0
76,77877.52983161685,323,70384.59330310732,7,1,0
59,199682.12464916965,321,90893.15111895728,3,0,0
56,199309.46477064738,727,10083.43689475873,20,0,0
34,54417.893194413526,331,33763.89107883697,20,1,0
31,76293.40091391203,638,71193.59287930005,29,1,1
48,107487.95572723776,814,95876.70573713789,12,1,0
41,139538.12080662037,811,98099.93542051053,2,1,0
52,115048.54082068388,369,64172.197904588975,19,0,0
61,194499.46444380624,387,20166.24929773186,35,0,0
77,150318.04956242448,518,12801.682229981716,39,0,0
62,58168.07288893539,569,94658.32078376212,4,1,1
51,38917.5590384549,377,43958.84125678824,21,0,1
20,143912.2323276842,309,20286.787293005797,1,0,1
54,48521.439232537334,767,93455.35906198251,24,0,0
60,161781.83126043575,635,11347.902884866875,39,0,0
57,75986.60010686066,485,73227.53858885044,23,0,0
43,78840.78735000917,845,62901.039726790084,4,1,0
72,21943.710630112153,420,9685.731773708292,15,0,1
40,146182.02807710733,573,34536.13076830477,14,0,0
61,40388.55555164344,709,15843.138264461055,12,0,1
56,159118.50394343326,657,60845.36066078297,10,1,0
32,108536.20794509722,397,48234.19013606545,15,0,1
73,161170.36669182245,540,1423.2373413886048,17,0,0
66,125106.77705559343,413,97595.3460621069,24,1,1
21,34837.988963418335,786,35608.8803390645,37,1,0
46,157817.42060693295,540,26562.23489086795,39,0,0
39,32563.907281054955,455,23021.852623616163,3,0,0
42,106166.3097024798,651,16722.773721183214,20,0,0
30,51022.8585460934,343,99914.57054543447,10,1,0
35,155420.3320360193,611,30215.837320278883,33,1,0
50,184086.42100510278,437,41145.836225203886,29,0,1
33,119742.70940448936,735,87264.23570163081,3,0,0
62,114886.51297385248,442,64546.86285074494,13,0,1
59,157513.37533861122,598,37500.74676278198,10,0,0
61,20914.186335630897,561,89934.51515646145,3,0,0
79,185196.55567432893,811,75222.69601914642,25,0,0
19,55540.78707640371,361,23562.150246628265,2,0,0
72,197141.3990887227,722,64730.160465392124,36,0,0
52,152525.7106328832,695,92317.45133094775,37,1,0
59,159365.2065861208,330,50149.62696659084,40,0,0
51,138116.53646724919,629,73627.62788033504,3,0,0
47,104899.37290132885,468,97139.27065492676,25,1,1
76,122892.98480500978,565,69350.99994862608,38,1,1
72,28352.51948272262,607,11141.430286841982,10,1,0
30,132312.71169776257,758,25211.395542197646,10,0,0
30,132697.6583576684,484,59914.54729692225,37,0,1
35,180416.14353232572,633,28280.025721818703,37,0,1
49,111018.1443374395,814,95796.62883352484,19,1,0
49,33885.98733549098,740,41129.8513681952,25,0,0
52,75115.26568677463,690,46265.81016750414,37,0,0
